timeStamp,elapsed,label,grpThreads,allThreads
1685178357144,30440,192.168.1.204 Memory,0,0
1685178357144,1434,192.168.1.204 CPU,0,0
1685178358155,30425,192.168.1.204 Memory,0,0
1685178358155,772,192.168.1.204 CPU,0,0
1685178359167,30415,192.168.1.204 Memory,0,0
1685178359167,775,192.168.1.204 CPU,0,0
1685178360181,30403,192.168.1.204 Memory,0,0
1685178360181,1150,192.168.1.204 CPU,0,0
1685178361294,30404,192.168.1.204 Memory,0,0
1685178361294,1574,192.168.1.204 CPU,0,0
1685178362296,30553,192.168.1.204 Memory,0,0
1685178362296,35424,192.168.1.204 CPU,0,0
1685178363310,30997,192.168.1.204 Memory,0,0
1685178363310,77953,192.168.1.204 CPU,0,0
1685178364324,31665,192.168.1.204 Memory,0,0
1685178364324,86903,192.168.1.204 CPU,0,0
1685178365335,31942,192.168.1.204 Memory,0,0
1685178365335,89905,192.168.1.204 CPU,0,0
1685178366344,32474,192.168.1.204 Memory,0,0
1685178366344,91459,192.168.1.204 CPU,0,0
1685178367345,32075,192.168.1.204 Memory,0,0
1685178367346,90804,192.168.1.204 CPU,0,0
1685178368358,32847,192.168.1.204 Memory,0,0
1685178368358,86894,192.168.1.204 CPU,0,0
1685178369359,33134,192.168.1.204 Memory,0,0
1685178369359,79464,192.168.1.204 CPU,0,0
1685178370369,32435,192.168.1.204 Memory,0,0
1685178370369,94216,192.168.1.204 CPU,0,0
